,CNV_MIRLET7A1,CNV_RUNX1T1,CNV_MIR19B2,CNV_MIR23A,CNV_MIR29B2,CNV_MIR494,CNV_MIR449C,CNV_MIR92A1,CNV_FOXM1,CNV_MIR148A,CNV_MIR449A,CNV_MIR151A,CNV_MIR21,CNV_MIR125A,CNV_STAT1,CNV_AR,CNV_MIR196B,CNV_MIR17,CNV_ETS2,CNV_MIR222,CNV_MIR184,CNV_MIR373,CNV_JUN,CNV_POU2F1,CNV_MIRLET7E,CNV_MIR655,CNV_PPARA,CNV_MIR135B,CNV_ATF3,CNV_MIR92A2,CNV_MIR29A,CNV_MAZ,CNV_MIRLET7G,CNV_MIR455,CNV_MIRLET7C,CNV_PPARD,CNV_MIR590,CNV_MIR16-1,CNV_MYB,CNV_LEF1,CNV_MIRLET7I,CNV_MIR30D,CNV_MIR429,CNV_TCF7L2,CNV_MIR34C,CNV_MYBL2,CNV_MIR34A,CNV_RARB,CNV_SMAD3,CNV_HOXB4,CNV_MIR20A,CNV_STAT3,CNV_TFAP2A,CNV_ESR1,CNV_MIRLET7B,CNV_POU2F2,CNV_WT1,CNV_ETS1,CNV_MIR30A,CNV_RELA,CNV_NFIC,CNV_E2F1,CNV_MIR24-2,CNV_MIR371A,CNV_SP1,CNV_MYC,CNV_MIR223,CNV_MIR19B1,CNV_TP53,CNV_MIR155,CNV_MIR26A2,CNV_MIR29B1,CNV_NFKB1,CNV_MIR19A,CNV_MIR196A1,CNV_MIR26A1,CNV_MIR106B,MIRLET7A1,RUNX1T1,MIR19B2,MIR23A,MIR29B2,MIR494,MIR449C,MIR92A1,FOXM1,MIR148A,MIR449A,MIR151A,MIR21,MIR125A,STAT1,AR,MIR196B,MIR17,ETS2,MIR222,MIR184,MIR373,JUN,POU2F1,MIRLET7E,MIR655,PPARA,MIR135B,ATF3,MIR92A2,MIR29A,MAZ,MIRLET7G,MIR455,MIRLET7C,PPARD,MIR590,MIR16-1,MYB,LEF1,MIRLET7I,MIR30D,MIR429,TCF7L2,MIR34C,MYBL2,MIR34A,RARB,SMAD3,HOXB4,MIR20A,STAT3,TFAP2A,ESR1,MIRLET7B,POU2F2,WT1,ETS1,MIR30A,RELA,NFIC,E2F1,MIR24-2,MIR371A,SP1,MYC,MIR223,MIR19B1,TP53,MIR155,MIR26A2,MIR29B1,NFKB1,MIR19A,MIR196A1,MIR26A1,MIR106B
667-1,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.5,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11101.687315000001,0.24896511339000002,50.932790000000004,4232.404105,526.490033,1.107235,0.0,2975.139262,14.3921030393,29635.132995,3.321704,2660.13103,278426.863282,1464.871323,59.079629965100004,20.445770002899998,559.70707,566.904095,5.33619900869,65.326839,202.623924,0.0,54.09618691399999,2.7217051831200005,2476.88371,3.321704,0.458849917355,3.875321,0.932223549576,2904.829868,4623.2579049999995,47.5864163905,1009.244301,132.868147,1093.394128,11.5943453193,52.593642,276.80863999999997,21.175239939100003,5.68297694521,1013.6732400000001,3431.873518,225.322233,6.89251881697,8.304259,27.7593886485,229.751171,1.50662338229,10.1100332296,6.331226998509999,139.51155500000002,46.2506220868,24.0148117764,61.366950280699996,20399.135914,1.5028486079199999,0.265064650871,13.580673794,6475.661324000001,22.002293236,26.022891282,13.9142161564,1185.848214,0.0,23.757973044899998,7.067496729349999,101.311962,46.503852,26.107046158600003,1189.169917,868.625512,421.856367,18.6530339325,16.608518,102.972814,870.8399810000001,622.2658230000001
668-1,0.5,1.0,1.0,1.0,1.5,0.5,0.5,1.0,1.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.5,1.0,0.5,1.0,1.5,1.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13649.125605000001,0.4539100040199999,50.398404,988.1623880000001,338.81874300000004,1.0610190000000002,0.0,1186.9266189999998,9.290997208939999,75926.344766,0.0,836.4366669999999,164325.49870999999,669.32617,19.5758686444,15.2512355554,31.653734000000004,303.451442,11.422922167000001,6.896624,1.5915290000000002,0.0,47.2508885599,3.6337837350999997,511.76484400000004,2.298875,1.20837786152,62.953796,7.68289577371,1087.013994,3216.125509,23.860548268800002,203.36198000000002,46.331164,1106.2891730000001,12.8314049686,12.201719,152.609903,40.7360668861,2.3069350232700003,233.95469599999998,3641.770975,77.454389,7.65895400621,17.153141,8.58965572896,70.204092,1.05488127629,9.26538146167,0.6398843566179999,231.12531099999998,31.3706904314,33.7969179249,22.2175427424,12522.146562,0.357034979233,0.09092210981280001,11.209239184100001,277362.575489,23.1917845777,25.5999427483,13.5639093792,171.354573,0.0,17.9278141894,15.8970169672,39.434540999999996,51.459423,10.532629457899999,52.343605,702.571433,300.798894,9.515773412,21.927726999999997,6.719786999999999,699.211539,317.952035
669-1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,2.0,2.0,1.0,1.0,1.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8067.8215040000005,0.37288269748400005,50.037565,2384.142801,936.73265,1.4716930000000001,0.735847,3560.025578,10.7842586926,26901.813788,13.981084,1078.0151859999999,181306.701575,824.883975,87.5485821242,14.8864206301,130.98068500000002,670.3562009999999,7.45093608138,22.811243,13.981084,0.0,64.3434236488,3.5219225747800005,1030.921008,2.9433860000000003,0.6850673941519999,0.0,2.90605518894,3242.875718,3369.4413229999996,34.609130088,729.959771,165.565472,1294.3540699999999,13.415758289400001,13.981084,1013.2606910000001,22.4584646552,17.5231488069,594.5640070000001,12741.918748999999,342.904489,5.67193147337,157.47116,10.2535837578,259.75383,11.3375397736,6.52212155732,0.971785368336,229.584122,29.782376321300003,12.9240775051,26.577029736900002,18196.749177,0.6935281684899999,0.052216038512599997,12.2292734051,107421.085977,21.093884328199998,35.4800775243,6.578219506259999,492.281338,0.0,26.926387603800002,16.5075063812,100.07513,52.980951,23.8354475161,453.281471,841.8084460000001,640.922339,24.475792375300003,28.698015,169.244705,886.695085,481.979486
670-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10942.875254,1.29441160983,47.253809000000004,3069.794727,180.501035,1.7028400000000001,0.0,4042.967761,1.90048481975,32873.32531,0.0,1579.384057,301359.24942199996,1250.310236,103.038217602,21.194240471700002,333.330921,308.639742,20.8476069347,37.462478999999995,3.8313900000000003,0.0,98.9035214801,2.78261267315,774.366469,2.5542599999999998,2.14671580154,4.2571,48.240785917,3647.483181,3570.8553829999996,18.1183925924,488.28935700000005,88.973388,4342.667592,9.00627566272,6.38565,93.65619699999999,22.4710512804,4.65374524766,624.090843,11830.90629,49.382359,8.31186511879,10.217039999999999,2.29871420847,87.696258,3.69086893329,7.92405723918,0.738256472651,155.384146,62.310609345799996,16.2672899552,35.985370107600005,22718.013535,1.7956530457599997,0.555751342552,30.6441351715,84847.40638300001,16.611126409100002,22.438918533800003,1.49234531458,387.39609,0.0,26.6393225512,42.2407956455,144.315686,54.916589,24.3062279806,509.149146,667.087552,169.432575,18.1991575012,28.096859000000002,214.55783399999999,662.4047419999999,298.848412
671-1,1.0,1.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11526.207009,0.39822859404100003,36.724039000000005,5408.716524,370.178317,0.734481,0.734481,4373.098613,2.9583947130299997,29575.337898,21.299943,4248.236879,179867.7347,1729.7022559999998,41.8154111218,16.7629361947,406.167876,357.692144,9.84963886475,47.00677,200.51325500000002,0.0,33.3329796828,2.11486585425,996.6904300000001,0.734481,0.481531258054,2.937923,2.97751601941,4137.33028,3522.56986,35.9559567857,578.7708610000001,601.539766,2072.704784,12.3774889092,8.813769,276.16477599999996,24.1793257484,2.21510241226,490.633167,18869.545929,201.247736,5.78347731039,16.893058,5.37921014428,199.778774,0.65723251447,5.8695897845500005,0.555646755037,108.703157,34.9699697319,13.358970658099999,62.5589730781,40477.236237,1.30116520801,0.18305184636799998,16.3979220374,96769.312805,20.0987555849,31.254873424899998,4.915279151530001,631.6534780000001,0.0,23.883263128200003,7.44658803739,70.51015600000001,35.989559,21.2368267997,205.654621,677.925767,268.819968,8.061975444380002,6.610327000000001,144.692715,724.932538,473.740108
672-1,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4923.561786,0.046013569777300006,308.34595299999995,2513.310405,677.36375,0.0,0.0,16289.143729,55.2106517467,40896.979207,0.8311209999999999,1985.5484649999999,203837.452647,592.589391,69.5613169854,0.061390112852999994,105.552388,3623.688283,11.520666308900001,93.085571,1.6622419999999998,0.0,50.8243419345,2.3925950654299997,428.0274,0.0,1.0155581728799998,63.99633000000001,11.105002587000001,13900.501499000002,3287.084211,42.0580578604,1793.5594760000001,1351.403016,677.36375,13.7197916806,118.85032700000001,306.68371,7.092518447410001,1.7210544382599997,529.424183,7103.592604,443.818703,9.315379775619999,1.6622419999999998,99.5004646131,83.943238,4.1054131262,3.3588451013200005,0.196466815938,1755.327902,47.692963347799996,16.9676059114,0.49081116087300003,7485.077219,1.60633358502,0.4710868702,10.8766180778,30390.77655,42.755641361100004,15.5421407319,31.4064724836,762.138109,0.0,10.8840000078,320.908566135,250.998592,310.839316,73.3543015003,2009.650979,403.093765,685.674962,10.237411214,278.425591,132.14826499999998,429.689643,1105.391151
673-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23920.344812,0.44647526930299997,15.205757,2430.217826,196.99902600000001,0.5068590000000001,0.0,1830.942059,1.99991752813,43730.404637,0.168953,3659.6877310000004,176820.479654,796.1058400000001,263.630699724,14.2680718953,116.408515,303.608275,11.5832995257,58.288734,5.068586,0.0,32.3788546773,1.94075987719,3009.557156,0.844764,1.0522524900399999,1.858481,3.68640124452,1714.364591,10904.386033,23.3690118197,560.585564,101.371711,3210.442097,15.9613739586,19.767484,230.95854900000003,9.98584277698,5.70948479665,618.198486,7019.146244,71.804962,5.56109341676,21.963870999999997,6.760088585349999,49.165279999999996,2.41801795555,4.69875840099,5.724840614930001,51.361667,29.4132231723,14.3572709228,30.183716999,55577.547585,2.12264604907,0.126060276717,28.3775387592,46496.162827,27.4464828175,16.0215081008,2.92861292568,644.217225,0.0,16.4145439278,8.5670609829,158.815681,21.457012,17.1792975749,1015.744547,2883.856234,176.555731,13.398403278800002,5.406491,1370.207631,2879.632413,600.796342
674-1,0.5,1.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.5,1.0,1.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,0.5,1.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,3945.0163350000003,0.273256053998,31.701024,2312.4135929999998,207.817825,1.761168,1.761168,3224.69862,8.035981703210002,53055.186199,19.372848,1549.8278460000001,228805.663916,614.647634,96.6266333597,32.6372980044,184.922641,151.460449,7.061555271689999,51.073871999999994,0.0,0.0,37.2997179581,3.1647160012700004,496.649378,0.0,1.83016119281,3.522336,4.6717560017699995,2925.300059,3701.97515,26.4096105679,752.018739,172.59446499999999,605.841794,10.8646916524,10.567008,642.826322,21.1538993497,2.07679372353,225.42950499999998,5530.067540999999,51.073871999999994,4.7207431498400005,15.850512,13.991188978599999,52.83504,0.556930019343,9.34503441106,0.248645845764,21.134016,78.3653829971,8.35648832892,103.52398928299999,23353.087768,0.5439057699059999,0.032446335401200004,10.6003000536,288898.47747,18.443476675699998,25.8912235194,15.286668423800002,1268.0409650000001,0.0,25.817202887399997,31.210957437199998,147.938113,22.895184,10.1425675848,510.738722,600.55829,158.505121,11.672726765999998,7.044672,172.59446499999999,674.527347,422.680322
675-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.5,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9795.456252,0.28520595905,54.03439300000001,2078.692208,571.531563,1.450588,0.0,3338.1649989999996,3.12089049622,101442.500697,3.626469,1282.319548,128468.400578,1497.369178,21.1279474018,38.5389664727,202.719634,352.85546400000004,6.890713498280001,18.494993,18.132347,0.0,36.506229235,4.370964807119999,711.875925,1.450588,0.488893783042,0.362647,2.6840184223400003,2892.109274,3524.202875,27.4613690349,471.80365700000004,171.894645,1454.9394869999999,10.310629369199999,12.329996000000001,183.86199399999998,50.3026390041,21.626189309,442.06660899999997,5395.823685,90.299086,6.35005582408,4.351763,2.91292836945,97.552024,5.46717927252,10.1164138584,6.09564373389,155.575533,50.2843967764,20.537425348699998,108.53777418899999,43449.091443,0.855002916682,0.0369093318666,8.00251224407,74823.853319,16.9517966451,37.2182586137,3.4137540263200004,320.21724,0.0,31.187450642199998,17.7267208581,77.243796,60.924684,29.1913188975,137.805834,835.175882,393.109273,13.617981096600001,14.505876999999998,695.91946,835.901176,391.296038
676-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,2.0,4481.582426,0.265317545755,159.04973700000002,3634.405188,719.284632,0.8902040000000001,0.0,5608.283643,15.019849725999999,101522.10005,0.0,2089.011473,294312.043121,355.784767,69.2596746008,0.328254130272,241.245217,1118.986117,16.9160726651,68.248954,11.869383000000001,0.0,45.596875276400006,1.74721239062,152.521576,1.483673,2.51504541551,129.673013,18.5747131716,4964.369595,5845.9680450000005,25.2113000434,751.925437,772.400123,1086.345313,9.69457411834,46.58733,263.500311,2.08357857567,1.6897540009799998,663.7952650000001,9037.051764,138.575051,5.27681280065,11.275914,64.19855865550001,217.50645,4.74393753823,5.720232499500001,0.42550084700999996,385.16149,37.2763187558,12.436932660999998,0.49297686608499997,6279.497272,1.91788979255,2.2757009398099997,24.240905250700003,10984.520840000001,25.1144444235,16.2923571885,12.8105499383,803.853989,0.0,13.697994420799999,117.73250416,208.307678,160.830145,28.3422115253,681.302605,489.315329,718.3944290000001,9.51981382007,138.87178500000002,116.023222,478.039415,1182.190584
